"Icon","Title","Description","Crafting Recipe","Where to Find","Other Info","Rewarded From","Used to Craft","Unlocks","Food Bonus","Food Skill","Rarity","Carry Max","Sell Price","Buy Price"
"","Sharp Fang","Fangs come in many shapes and sizes. Choose the right fang for…","","","","","Chatacabra Coil Waist Hungerless Charm I Level 1 Talioth Vambraces Arms","","","","Rarity 4","10","100 z","1,000 z"
"","Wingdrake Hide","A material carved from wingdrakes. Lightweight and often used…","","","","","Blast Charm I Level 1 Friendship Charm I Level 1 Gullshad Kinsects Rey Sandcoil Waist Windchopper Kinsects","","","","Rarity 4","10","100 z","1,000 z"
,,,,,,,,,,,,,,
"","Acute Fang","Fangs come in many shapes and sizes. This one is small but can…","","","","","Chata Clobberer IV Hammer Chata Club IV Sword and Shield Chata Glaive IV Insect Glaive Chata Sheller IV Heavy Bowgun Chata Strongarm IV Charge Blade Conga Greaves α Legs Conga Greaves β Legs Doshaguma Greaves α Legs Doshaguma Greaves β Legs Felyne Kunafa Hood α Head Kunafa Cloak α Chest Kunafa Sash α Waist Talioth Vambraces α Arms Talioth Vambraces β Arms","","","","Rarity 6","10","425 z","4,250 z"
"","Rathian Scale+","A superior Rathian scale. Looks like a normal Rathian scale but…","","","","","Blast Charm III Level 3 Challenger Charm I Level 1 Dear Lutemia Charge Blade Dear Lutemis I Charge Blade Dragonmaiden Axe I Switch Axe Expedition Headgear α Head Felyne Rathian Tiara α Head Gríðr's Landmaker Switch Axe Intimidator Charm II Level 2 Ortlinde Gunlance Princess Panoply I Gunlance Princess Rapier I Sword and Shield Princess Regalia I Insect Glaive Queen Blaster I Bow Queen Chordmaker Hunting Horn Queen Rapier Sword and Shield Queen Regalia Insect Glaive Queen's Farflier Heavy Bowgun Queen's Longfire I Heavy Bowgun Queen's Melody Bow Rathian Helm α Head Rathian Helm β Head Rathian Mail α Chest Rathian Mail β Chest Rathian Vambraces α Arms Rathian Vambraces β Arms Sieglinde Great Sword Valkyrie Blade I Great Sword Valkyrie Chordmaker I Hunting Horn Valkyrie Fire I Light Bowgun Valkyrie Flame Light Bowgun Wyvern Blade ""Holly"" Long Sword Wyvern Blade ""Verde"" I Long Sword","Rathian Coil α Waist Rathian Coil β Waist Rathian Greaves α Legs Rathian Greaves β Legs Rathian Helm α Head Rathian Helm β Head Rathian Mail α Chest Rathian Mail β Chest Rathian Vambraces α Arms Rathian Vambraces β Arms","","","Rarity 6","10","1,200 z","12,000 z"
"","Rathian Carapace","Rathian carapace prized for its lavish green coloration. An excellent…","","","","","Dear Lutemis II Charge Blade Dragonmaiden Axe II Switch Axe Exploiter Charm I Level 1 Felyne Rathian Mail α Body Princess Panoply II Gunlance Princess Rapier II Sword and Shield Princess Regalia II Insect Glaive Queen Blaster II Bow Queen's Longfire II Heavy Bowgun Rathian Coil α Waist Rathian Coil β Waist Rathian Greaves α Legs Rathian Greaves β Legs Rathian Vambraces α Arms Rathian Vambraces β Arms Twin Flames I Dual Blades Valkyrie Blade II Great Sword Valkyrie Chordmaker II Hunting Horn Valkyrie Fire II Light Bowgun Wyvern Blade ""Verde"" II Long Sword","Exploiter Charm I Level 1","","","Rarity 6","10","1,800 z","18,000 z"
"","Rathian Webbing","A quality Rathian wing membrane. This heat-resistant material…","","","","","Challenger Charm I Level 1 Counter Charm I Level 1 Dear Lutemis I Charge Blade Dragonmaiden Axe I Switch Axe Glutton's Charm III Level 3 Intimidator Charm II Level 2 Princess Panoply I Gunlance Princess Rapier I Sword and Shield Princess Regalia I Insect Glaive Queen Blaster I Bow Queen's Longfire I Heavy Bowgun Rathian Greaves α Legs Rathian Greaves β Legs Rathian Helm α Head Rathian Helm β Head Rey Astrapi II Charge Blade Rey Halilintar II Insect Glaive Rey Indra II Lance Rey Kuara II Sword and Shield Rey Perkonis II Bow Rey Perun II Hunting Horn Rey Szelatya II Light Bowgun Rey Tonitrus II Long Sword Valkyrie Blade I Great Sword Valkyrie Chordmaker I Hunting Horn Valkyrie Fire I Light Bowgun Wyvern Blade ""Verde"" I Long Sword","","","","Rarity 6","10","2,160 z","21,600 z"
"","Rathian Spike+","Rathian hairs, keen as a sword. Longer and sturdier than normal,…","","","","","Blessing Charm III Level 3 Dear Lutemis I Charge Blade Dragonmaiden Axe I Switch Axe Exploiter Charm I Level 1 Felyne Rathian Rapier α Weapons Foray Charm II Level 2 Princess Panoply I Gunlance Princess Rapier I Sword and Shield Princess Regalia I Insect Glaive Queen Blaster I Bow Queen's Longfire I Heavy Bowgun Rathian Vambraces α Arms Rathian Vambraces β Arms Rompo Hacker III Long Sword Rompo Piercer III Lance Rompo Shielder III Charge Blade Rompo Sniper III Heavy Bowgun Rompo Wrecker III Hammer Valkyrie Blade I Great Sword Valkyrie Chordmaker I Hunting Horn Valkyrie Fire I Light Bowgun Windproof Charm III Level 3 Wyvern Blade ""Verde"" I Long Sword","","","","Rarity 6","10","2,400 z","24,000 z"
"","Rathian Ruby","A rare, precious gem from inside a Rathian. Almost too nice to…","","","","","Dear Lutemia Charge Blade Exploiter Charm I Level 1 Foray Charm II Level 2 Gríðr's Landmaker Switch Axe Ortlinde Gunlance Queen Chordmaker Hunting Horn Queen Rapier Sword and Shield Queen Regalia Insect Glaive Queen's Farflier Heavy Bowgun Queen's Melody Bow Rathian Mail α Chest Rathian Mail β Chest Sieglinde Great Sword Valkyrie Flame Light Bowgun Windproof Charm III Level 3 Wyvern Blade ""Holly"" Long Sword Wyvern Lovers Dual Blades","","","","Rarity 7","10","7,200 z","72,000 z"
"","Rey Dau Scale","A Rey Dau scale. Its unique shape allows electricity from its…","","","","","Felyne Dau Armor Body Rey Astrapi I Charge Blade Rey Halilintar I Insect Glaive Rey Indra I Lance Rey Kuara I Sword and Shield Rey Perkonis I Bow Rey Perun I Hunting Horn Rey Sandhelm Head Rey Sandmail Chest Rey Szelatya I Light Bowgun Rey Tonitrus I Long Sword Thunder Charm II Level 2","","","","Rarity 4","99","620 z","6,200 z"
"","Rey Dau Shell","The shell from a Rey Dau. Highly conductive and capable of producing…","","","","","Rey Sandcoil Waist Rey Sandhelm Head","","","","Rarity 4","99","930 z","9,300 z"
"","Rey Dau Thunderhorn","An electrically charged Rey Dau horn. The thick, flexible muscle…","","","","","Felyne Dau Helm Head Rey Astrapi I Charge Blade Rey Halilintar I Insect Glaive Rey Indra I Lance Rey Kuara I Sword and Shield Rey Perkonis I Bow Rey Perun I Hunting Horn Rey Sandbraces Arms Rey Sandcoil Waist Rey Sandhelm Head Rey Szelatya I Light Bowgun Rey Tonitrus I Long Sword","","","","Rarity 4","99","1,364 z","13,640 z"
"","Rey Dau Wingtalon","The claw-shaped energy conduit of a Rey Dau. Coated in sharp…","","","","","Felyne Dau Naginata Weapons Rey Astrapi I Charge Blade Rey Halilintar I Insect Glaive Rey Indra I Lance Rey Kuara I Sword and Shield Rey Perkonis I Bow Rey Perun I Hunting Horn Rey Sandbraces Arms Rey Sandmail Chest Rey Szelatya I Light Bowgun Rey Tonitrus I Long Sword Thunder Charm II Level 2","","","","Rarity 4","99","1,116 z","11,160 z"
"","Rey Dau Tail","A Rey Dau tail. Its fulgurite- covered spines rub together to…","","","","","Rey Astrapi III Charge Blade Rey Halilintar III Insect Glaive Rey Indra III Lance Rey Kuara III Sword and Shield Rey Perkonis III Bow Rey Perun III Hunting Horn Rey Sandbraces Arms Rey Sandgreaves Legs Rey Sandmail α Chest Rey Sandmail β Chest Rey Szelatya III Light Bowgun Rey Tonitrus III Long Sword","","","","Rarity 4","99","1,240 z","12,400 z"
"","Rey Dau Plate","A Rey Dau plate. The backward- facing scale accumulates a massive…","","","","","Rey Astrapi III Charge Blade Rey Halilintar III Insect Glaive Rey Indra III Lance Rey Kuara III Sword and Shield Rey Perkonis III Bow Rey Perun III Hunting Horn Rey Sandgreaves Legs Rey Sandmail α Chest Rey Sandmail β Chest Rey Szelatya III Light Bowgun Rey Tonitrus III Long Sword","","","","Rarity 5","99","3,720 z","37,200 z"
,,,,,,,,,,,,,,
"","Sinister Cloth","Suspicious cloth found somewhere in the Windward Plains. Drips…","","","","","Death Stench Bowels α Waist Death Stench Brain α Head Death Stench Grip α Arms Death Stench Heel α Legs Death Stench Muscle α Chest Felyne Deathgear Cowl α Body Felyne Deathgear Hood α Head Felyne Deathgear Scythe α Weapons","Death Stench Bowels α Waist Death Stench Brain α Head Death Stench Grip α Arms Death Stench Heel α Legs Death Stench Muscle α Chest Felyne Deathgear Cowl α Body Felyne Deathgear Hood α Head Felyne Deathgear Scythe α Weapons","","","Rarity 6","99","200 z","2,000 z"
"","Great Hornfly","Found in the Scarlet Forest. An insect with a giant horn, huge…","","","","","Butterfly Brachia α Arms Butterfly Crura α Legs Butterfly Elytra α Waist Butterfly Thorax α Chest Butterfly Vertex α Head King Beetle Brachia α Arms King Beetle Crura α Legs King Beetle Elytra α Waist King Beetle Thorax α Chest King Beetle Vertex α Head","Butterfly Brachia α Arms Butterfly Crura α Legs Butterfly Elytra α Waist Butterfly Thorax α Chest Butterfly Vertex α Head King Beetle Brachia α Arms King Beetle Crura α Legs King Beetle Elytra α Waist King Beetle Thorax α Chest King Beetle Vertex α Head","","","Rarity 6","99","200 z","2,000 z"
"","Lala Barina Shell","The outer shell of a Lala Barina. Has a dark luster and is wonderfully…","","","","","Barina Bouclier I Charge Blade Barina Dague I Sword and Shield Barina Faucilles I Dual Blades Barina Flamberge I Long Sword Barina Hache I Switch Axe Barina Mail Chest Barina Perche I Insect Glaive Barina Sarissa I Lance Barina Vambraces Arms Dragon Charm I Level 1 Felyne Barina Dress Body Jail Hammer I Hammer Paralysis Charm II Level 2 Paretic Blade I Great Sword Paretic Gunlance I Gunlance Survival Charm I Level 1","","","","Rarity 4","99","375 z","3,750 z"
"","Lala Barina Claw","A claw from a Lala Barina. Vivid scarlet decorates its keen edge.…","","","","","Barina Bouclier I Charge Blade Barina Coil Waist Barina Dague I Sword and Shield Barina Faucilles I Dual Blades Barina Flamberge I Long Sword Barina Hache I Switch Axe Barina Perche I Insect Glaive Barina Sarissa I Lance Barina Vambraces Arms Felyne Barina Needle Weapons Jail Hammer I Hammer Paretic Blade I Great Sword Paretic Gunlance I Gunlance","","","","Rarity 4","99","500 z","5,000 z"
"","Lala Barina Stinger","The stinger from a Lala Barina. Sharp as a sword, one thrust…","","","","","Barina Bouclier II Charge Blade Barina Coil Waist Barina Dague II Sword and Shield Barina Faucilles II Dual Blades Barina Flamberge II Long Sword Barina Hache II Switch Axe Barina Mail Chest Barina Perche II Insect Glaive Barina Sarissa II Lance Jail Hammer II Hammer Paretic Blade II Great Sword Paretic Gunlance II Gunlance","","","","Rarity 4","99","550 z","5,500 z"
"","Lala Barina Certificate","A Guild certificate awarded to those who have hunted a Lala Barina.…","","","","","Barina Greaves Legs Speed Heal Charm II Level 2","Felyne Barina Dress Body Felyne Barina Needle Weapons Felyne Barina Wig Head","","","Rarity 4","99","250 z","2,500 z"
"","Lala Barina Floret","Hair from a Lala Barina. So white and pristine that it could…","","","","","Barina Bouclier II Charge Blade Barina Dague II Sword and Shield Barina Faucilles II Dual Blades Barina Flamberge II Long Sword Barina Greaves Legs Barina Hache II Switch Axe Barina Headgear Head Barina Mail Chest Barina Perche II Insect Glaive Barina Sarissa II Lance Felyne Barina Wig Head Foray Charm I Level 1 Jail Hammer II Hammer Ladytarge Kinsects Paralysis Charm I Level 1 Paretic Blade II Great Sword Paretic Gunlance II Gunlance Recovery Charm I Level 1 Rigiprayne Kinsects Survival Charm I Level 1","","","","Rarity 4","99","250 z","2,500 z"
"","Chatacabra Certificate","A Guild certificate awarded to those who have hunted a Chatacabra.…","","","","","Chatacabra Coil Waist","F Cabra Hood Head Felyne Cabra Jumpsuit Body Felyne Chata Clobberer Weapons","","","Rarity 4","99","200 z","2,000 z"
"","Chatacabra Scale+","A high-quality Chatacabra scale. Its enhanced durability makes…","","","","","Chata Clobberer III Hammer Chata Club III Sword and Shield Chata Glaive III Insect Glaive Chata Sheller III Heavy Bowgun Chata Strongarm III Charge Blade Chatacabra Greaves α Legs Chatacabra Greaves β Legs Chatacabra Helm α Head Chatacabra Helm β Head Chatacabra Vambraces α Arms Chatacabra Vambraces β Arms Commission Helm α Head Defense Charm III Level 3 Extension Charm III Level 3 F Cabra Jumpsuit α Body Hungerless Charm III Level 3 Marathon Charm II Level 2","Defense Charm III Level 3 Extension Charm III Level 3 Hungerless Charm III Level 3","","","Rarity 6","99","850 z","8,500 z"
"","Chatacabra Jaw+","Fine plating from a Chatacabra’s hulking jaw. Its density and…","","","","","Chata Clobberer III Hammer Chata Club III Sword and Shield Chata Glaive III Insect Glaive Chata Sheller III Heavy Bowgun Chata Strongarm III Charge Blade Chatacabra Greaves α Legs Chatacabra Greaves β Legs Chatacabra Helm α Head Chatacabra Helm β Head Chatacabra Vambraces α Arms Chatacabra Vambraces β Arms Extension Charm III Level 3 Felyne Chata Clobberer α Weapons Glutton's Charm III Level 3","","","","Rarity 6","99","1,530 z","15,300 z"
"","Chatacabra Hide+","A high-quality Chatacabra hide. Tempered by its harsh environment.…","","","","","Chatacabra Coil α Waist Chatacabra Coil β Waist Chatacabra Vambraces α Arms Chatacabra Vambraces β Arms F Cabra Hood α Head Shrouded Aghaturi Hammer Shrouded Katalo Sword and Shield Shrouded Kutharja Charge Blade Shrouded Laphoka Insect Glaive Shrouded Muktana Heavy Bowgun Tremor Charm II Level 2","","","","Rarity 6","99","1,275 z","12,750 z"
"","Chatacabra Carapace","Stout plating from a Chatacabra’s arms. Constant friction with…","","","","","Breaker Charm I Level 1 Chata Clobberer IV Hammer Chata Club IV Sword and Shield Chata Glaive IV Insect Glaive Chata Sheller IV Heavy Bowgun Chata Strongarm IV Charge Blade Chatacabra Coil α Waist Chatacabra Coil β Waist Chatacabra Mail α Chest Chatacabra Mail β Chest Chatacabra Vambraces α Arms Chatacabra Vambraces β Arms Defense Charm III Level 3 Exploiter Charm I Level 1 Hungerless Charm III Level 3 Tremor Charm II Level 2","","","","Rarity 6","99","1,700 z","17,000 z"
,,,,,,,,,,,,,,
"","Chatacabra Certificate S","A Guild certificate awarded to those who have hunted a Chatacabra.…","","","","","Chata Clobberer III Hammer Chata Club III Sword and Shield Chata Glaive III Insect Glaive Chata Sheller III Heavy Bowgun Chata Strongarm III Charge Blade Chatacabra Coil α Waist Chatacabra Coil β Waist Chatacabra Greaves α Legs Chatacabra Greaves β Legs Chatacabra Mail α Chest Chatacabra Mail β Chest","F Cabra Hood α Head F Cabra Jumpsuit α Body Felyne Chata Clobberer α Weapons","","","Rarity 6","99","850 z","8,500 z"
"","Xu Wu Certificate S","A Guild certificate awarded to those who have hunted a Xu Wu.…","","","","","Nihil Bow II Bow Nihil Chord II Hunting Horn Nihil Great Sword II Great Sword Nihil Hammer II Hammer Nihil Switch Axe II Switch Axe Nihil Sword II Sword and Shield Xu Wu Greaves α Legs Xu Wu Greaves β Legs Xu Wu Helm α Head Xu Wu Helm β Head Xu Wu Mail α Chest Xu Wu Mail β Chest","Felyne Xu Wu Orb α Weapons Felyne Xu Wu Suit α Body Felyne Xu Wu Veil α Head Nihil Bow II Bow Nihil Chord II Hunting Horn Nihil Great Sword II Great Sword Nihil Hammer II Hammer Nihil Switch Axe II Switch Axe Nihil Sword II Sword and Shield","","","Rarity 6","99","1,820 z","18,200 z"
"","Quematrice Igniter","Flammable fluids from a Quematrice, expelled as a gas then ignited…","","","","","Blast Charm I Level 1 Felyne Matrice Spear Weapons Fire Charm I Level 1 Quematrice Arco I Bow Quematrice Braces Arms Quematrice Cuchillo I Sword and Shield Quematrice Culebrina I Gunlance Quematrice Espada I Great Sword Quematrice Helm Head Quematrice Lanza I Lance Quematrice Lima I Long Sword Quematrice Mail Chest Quematrice Silexes I Dual Blades","","","","Rarity 4","99","396 z","3,960 z"
"","Quematrice Certificate","A Guild certificate awarded to those who have hunted a Quematrice.…","","","","","Quematrice Helm Head","Felyne Matrice Spear Weapons Felyne Quema Helm Head Felyne Quema Mail Body","","","Rarity 4","99","220 z","2,200 z"
"","Quematrice Scale+","A high-quality Quematrice scale. Its keen ridges allow it to…","","","","","Bombardier Charm II Level 2 Commission Greaves α Legs Felyne Quema Mail α Body Fire Charm III Level 3 Firetrail Blaisdell Great Sword Firetrail Ferrocere Long Sword Firetrail Fornax Sword and Shield Firetrail Kaminet Lance Firetrail Leviora Bow Firetrail Magnesiae Dual Blades Firetrail Quemador Gunlance Impact Charm III Level 3 Quematrice Braces α Arms Quematrice Braces β Arms Quematrice Greaves α Legs Quematrice Greaves β Legs","Bombardier Charm II Level 2 Fire Charm III Level 3 Impact Charm III Level 3","","","Rarity 6","99","870 z","8,700 z"
"","Quematrice Hide+","Fine Quematrice hide, hardened by the struggle to survive. Offers…","","","","","Quematrice Arco IV Bow Quematrice Braces α Arms Quematrice Braces β Arms Quematrice Coil α Waist Quematrice Coil β Waist Quematrice Cuchillo IV Sword and Shield Quematrice Culebrina IV Gunlance Quematrice Espada IV Great Sword Quematrice Helm α Head Quematrice Helm β Head Quematrice Lanza IV Lance Quematrice Lima IV Long Sword Quematrice Silexes IV Dual Blades","","","","Rarity 6","99","1,305 z","13,050 z"
